loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
cb_focal_ce,success,33,23,0.9887971188475391,0.02015198116506716,0.7985354650882073,0.7740384615384616,0.8125,0.7614213197969543,0.750719741480611,0.7277882141803057,0.7226818663589383,0.8499752434395115,0.750719741480611,0.9431772368885057,0.8919052989132726,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MECS_cb_focal_ce.pt
ordinal_focal_mse,success,43,33,0.9917680927792804,0.012453874659383603,1.0130850634682598,0.7860576923076923,0.8461538461538461,0.7741116751269036,0.7649764982373678,0.7465742824820953,0.740538165345385,0.858219384244926,0.7649764982373678,0.9664890394716747,0.9351830422253335,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MECS_ordinal_focal_mse.pt
sce,success,34,24,0.9899353511607405,0.11758083435311814,2.7549732113033176,0.78125,0.8798076923076923,0.7690355329949239,0.7564629847238542,0.738428093645485,0.7365156839776129,0.8435692867851787,0.7564629847238542,0.9601765786760348,0.9145838385837706,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MECS_sce.pt
gce,success,46,36,0.9908219732644712,0.016508428486507194,0.30353996370635844,0.7831730769230769,0.8942307692307693,0.7766497461928934,0.764515276145711,0.7486806154814646,0.7457022244314453,0.8538316276803118,0.764515276145711,0.9330930601225059,0.8569196060298709,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MECS_gce.pt
dast,success,29,19,0.9948708848826197,0.4045976315225874,0.6284587795917804,0.8004807692307693,0.8798076923076923,0.7893401015228426,0.7799764982373678,0.7672341446492565,0.7627058158648921,0.8622279723991507,0.7799764982373678,0.942145206639015,0.8796891355741862,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MECS_dast.pt
pcol,success,47,37,0.9877524259113559,0.044499674279774935,1.2761997307579105,0.8004807692307693,0.875,0.7893401015228426,0.781180963572268,0.767294606420877,0.762663507909765,0.857454366765287,0.781180963572268,0.9596667775414494,0.9199123644183594,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MECS_pcol.pt
aom,success,20,10,0.9867001749951919,0.0479692931819175,1.2389176510847533,0.7552884615384615,0.8533653846153846,0.7639593908629442,0.7510297409210454,0.7386861072377559,0.735057935963906,0.8513947590870667,0.7510297409210454,0.9296077931355708,0.8758836151450475,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MECS_aom.pt
