loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
cb_focal_ce,success,43,33,0.9917847503373819,0.022604810692428146,0.881466752095898,0.78125,0.8365384615384616,0.7690355329949239,0.7587720329024678,0.7365619214545167,0.7313806337780188,0.8539784136546185,0.7587720329024678,0.9330185391890998,0.8828777301563163,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MDFA_cb_focal_ce.pt
ordinal_focal_mse,success,40,30,0.9877361673414305,0.03635525114649291,1.5928658399486897,0.7596153846153846,0.8052884615384616,0.7461928934010152,0.7354935370152762,0.7091715054387168,0.703516711310259,0.8425434362934363,0.7354935370152762,0.9400386558204179,0.8741051569158796,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MDFA_ordinal_focal_mse.pt
sce,success,50,47,0.9938008130081301,0.05810682403690797,3.2549287520131864,0.7884615384615384,0.8677884615384616,0.7766497461928934,0.7680287896592245,0.7482505210930537,0.7417261663522349,0.8617207792207793,0.7680287896592245,0.9433220387443235,0.884770041379676,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MDFA_sce.pt
gce,success,44,34,0.9815944881889764,0.026113369839224885,0.3064032660460306,0.7836538461538461,0.8677884615384616,0.7715736040609137,0.7601674500587545,0.7467490191551116,0.7423240555076239,0.855515587529976,0.7601674500587545,0.9245965395810344,0.8388252523886797,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MDFA_gce.pt
dast,success,37,27,0.9887244664931676,0.40361011028289795,0.6752587121266586,0.7764423076923077,0.8197115384615384,0.7639593908629442,0.7570593419506464,0.7296969695560602,0.7221605485047996,0.8512311042251162,0.7570593419506464,0.9093058164040356,0.7981319511536334,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MDFA_dast.pt
pcol,success,39,29,0.9877141288684553,0.05193615428704236,1.6664564275684266,0.7716346153846154,0.8413461538461539,0.7588832487309645,0.7449324324324325,0.7251284288968113,0.7211720758395139,0.8553354540196645,0.7449324324324325,0.9342382027046323,0.8853067773008766,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MDFA_pcol.pt
aom,success,45,35,0.9928268106162843,0.021397948212065136,1.8239746522225546,0.7956730769230769,0.8389423076923077,0.7842639593908629,0.7769594594594594,0.7537482131795126,0.7472773781716755,0.8614750908147379,0.7769594594594594,0.9617694813887117,0.9204312542739255,E:\Paper\Computer-Vision-for-Medicine\MRI_Loss\checkpoints\best_ResNet_layer2+MDFA_aom.pt
