loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
pcol,success,37,27,0.774127920521401,0.5308905784927663,0.8621031746031746,0.9851190476190477,0.8612081877184223,0.7305663513787042,0.7408500706579361,0.8582635664052386,0.7566817910052993,0.7305663513787042,0.847038873397188,0.2646031081676483,0.9612719363538516,0.8171952227581739,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+GCSA_pcol.pt
