loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
cb_focal_ce,success,40,39,0.8281991518856584,0.1015921292590007,0.8647399749373433,0.9880952380952381,0.8642036944583126,0.8001784074387002,0.7905723148534147,0.8629017251175851,0.7849701204016414,0.8001784074387002,0.8518711948358691,0.2566150724887848,0.9761153086291826,0.86870155616551,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+GCSA_cb_focal_ce.pt
ordinal_focal_mse,success,40,34,0.8026514584870789,0.4239806243410659,0.8883928571428571,0.9885912698412699,0.8876684972541188,0.7841064643327084,0.7989321737498134,0.8860486771033034,0.8155032037443745,0.7841064643327084,0.881819840397777,0.20469295978546143,0.97520264955929,0.8553286345583981,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+GCSA_ordinal_focal_mse.pt
sce,success,30,20,0.8042829400576303,1.3227879187417408,0.8721804511278195,0.9811507936507936,0.8716924613080379,0.7495643704993216,0.7707070720600783,0.8690287350276222,0.7976213687071445,0.7495643704993216,0.8484862085502858,0.25212180614471436,0.9634716551961982,0.8041935776376488,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+GCSA_sce.pt
gce,success,40,32,0.7763960194831921,0.1710739681526782,0.8745039682539683,0.9771825396825397,0.873689465801298,0.7295891240258158,0.75283316835878,0.8694266702229579,0.7835858192832125,0.7295891240258158,0.8584246627209688,0.24013979732990265,0.9608995683880531,0.804706954583844,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+GCSA_gce.pt
dast,success,40,36,0.807178771124993,0.8111072069122678,0.8837458228905597,0.9632936507936508,0.8836744882675986,0.7551819116994283,0.7936464023072638,0.8808649408151554,0.8418966022134342,0.7551819116994283,0.8798920453221258,0.20569145679473877,0.952179621889692,0.8254460562655925,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+GCSA_dast.pt
pcol,success,39,29,0.8093848801676218,0.5472771792657791,0.8816050543024228,0.9875992063492064,0.8811782326510235,0.760694056653923,0.7917872422258174,0.877801668531219,0.8293956464498481,0.760694056653923,0.8512230353111967,0.23464803397655487,0.9659078379246114,0.8485451863839276,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+GCSA_pcol.pt
aom,success,30,20,0.7935100333105568,0.5524935565652356,0.8748172514619883,0.9841269841269841,0.8746879680479281,0.7499038437528116,0.7745180778181282,0.8696860088540651,0.8077959215333819,0.7499038437528116,0.842642692213583,0.25062406063079834,0.9685341942691382,0.8401481775695269,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+GCSA_aom.pt
