run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau1_gamma1p5,dast,success,1.0,1.5,60,45,0.8239847719325788,0.8245966159380399,0.8068699146073962,0.8933531746031746,0.9657738095238095,0.8926610084872691,0.8132376497902714,0.836785876129107,0.8916194945935353,0.8636335716201261,0.8132376497902714,0.8752460200802212,0.20569145679473877,0.9631313089887296,0.851840138675993,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau1_gamma1p5.pt
