run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
,ce,success,,,26,16,0.8164179704502923,0.4408443450297722,0.4411763805629952,0.873015873015873,0.9856150793650794,0.872191712431353,0.7727711366153786,0.778598343995931,0.8686097849636207,0.790010292389339,0.7727711366153786,0.8510951407700855,0.2481278032064438,0.9759550951009499,0.8497571170505077,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_baseline_ce_special.pt
