mode,source_checkpoint,output_checkpoint,loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro
warm_start,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+MECS_dast.pt,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+MECS_dast_warmstart.pt,dast,success,20,14,0.8358399891232445,0.8134740354522826,0.8839285714285714,0.9662698412698413,0.8831752371442836,0.8048428110810233,0.8189518782918871,0.8799516099676445,0.835411748861215,0.8048428110810233,0.8816820961804924,0.20968547463417053,0.950563028308081,0.8423187675327692
