run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau1p5_gamma1,dast,success,1.5,1.0,60,46,0.8223225032818418,1.2469262343186598,1.2398256044539193,0.8864087301587301,0.9618055555555556,0.8856714927608587,0.7728106662689663,0.8099116767758672,0.8819920459458752,0.8570620478147752,0.7728106662689663,0.8805073151503903,0.2066899687051773,0.948833585256325,0.8303765845844719,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau1p5_gamma1.pt
