run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau0p5_gamma2,dast,success,0.5,2.0,60,46,0.8490517668617451,0.42177630903629154,0.3459585513623934,0.8844246031746031,0.9801587301587301,0.8836744882675986,0.7803908875853885,0.8130549107270844,0.8803299002713456,0.8524417632195698,0.7803908875853885,0.8763826680979404,0.21218173205852509,0.9744601951911441,0.8793295337447101,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau0p5_gamma2.pt
