run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau0p5_gamma1p5,dast,success,0.5,1.5,52,37,0.8360609835159146,0.45530229061841965,0.4311842319984285,0.8824404761904762,0.9742063492063492,0.8816774837743385,0.7869401046406087,0.8179987220715376,0.8799235446734591,0.8586902179408035,0.7869401046406087,0.8702597562488644,0.2186719924211502,0.9683179565906672,0.8487750115424485,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau0p5_gamma1p5.pt
