loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
cb_focal_ce,success,40,37,0.7469133134398662,0.1185633319740494,0.8166248955722639,0.9846230158730159,0.8157763354967549,0.7498335928417117,0.7327771932919963,0.8217837994049414,0.7209606247246796,0.7498335928417117,0.7822149416810186,0.3604592978954315,0.9629154978995226,0.792292242691692,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+MECS_cb_focal_ce.pt
ordinal_focal_mse,success,40,39,0.7279631009160651,0.46190851524708765,0.8508510860484545,0.9871031746031746,0.8502246630054917,0.6869266920482016,0.7127248503809128,0.844862488762106,0.7513916299361257,0.6869266920482016,0.8227565908688161,0.2905641496181488,0.9659582871852578,0.7794464194485575,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+MECS_ordinal_focal_mse.pt
sce,success,40,34,0.7114005690085335,1.3861471693667153,0.8589442355889724,0.9831349206349206,0.8587119321018473,0.7102022209471407,0.7252006563447272,0.8553193915281034,0.7492430063884058,0.7102022209471407,0.8184864252251756,0.28956565260887146,0.9541269511439684,0.7811624329493447,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+MECS_sce.pt
gce,success,40,36,0.6256654294863109,0.21774084416646805,0.8409304511278195,0.9637896825396826,0.8402396405391912,0.5872737948442115,0.589132076991697,0.8342375226539255,0.5924006619817062,0.5872737948442115,0.7984083611218508,0.3210184574127197,0.9255608240338578,0.6546697196715171,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+MECS_gce.pt
dast,success,40,32,0.72085993925276,0.840266552236345,0.8548193400167085,0.9583333333333334,0.854218671992012,0.6891877900408229,0.7144680912137601,0.8487411996454848,0.7510228958348744,0.6891877900408229,0.8409257950344189,0.268097847700119,0.9472149186787059,0.75512930699216,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+MECS_dast.pt
pcol,success,40,35,0.7442352637294692,0.5984057976849495,0.8513471177944862,0.9816468253968254,0.8507239141288068,0.695219112113169,0.7159804007201134,0.8473599461402727,0.7498309224340644,0.695219112113169,0.8184992710076748,0.2960559129714966,0.9642724162471092,0.7694388263842514,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+MECS_pcol.pt
aom,success,40,30,0.7654146316449986,0.6063483838760664,0.8563074352548037,0.9831349206349206,0.855716425361957,0.7003855374340586,0.7304258284130606,0.849283563917605,0.7758689086686491,0.7003855374340586,0.802532530139229,0.30154767632484436,0.956534959573848,0.7886649010373216,E:\Coding\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer2+MECS_aom.pt
