run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau1_gamma2,dast,success,1.0,2.0,43,28,0.8099598925528744,0.6847831389078727,0.6695737337309217,0.8754699248120301,0.9682539682539683,0.8756864702945582,0.7396790246368472,0.7716698414018955,0.8712072382447628,0.8233165851859366,0.7396790246368472,0.8703878144336081,0.22815775871276855,0.9599975507411997,0.8240389891546568,E:\Paper\Computer-Vision-for-Medicine\HAM10000_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau1_gamma2.pt
