loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
ce,success,40,30,0.9928571428571429,0.031679475411591634,0.4617131800246534,0.95,0.96875,0.95,0.95,0.948609277294647,0.948609277294647,0.9539737541583352,0.95,0.071875,0.9510362694300518,0.991903125,0.9820465106838577,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_baseline_ce.pt
dast,success,35,25,0.9946427888110818,0.4256867998176151,0.47373367309570313,0.951875,0.965625,0.951875,0.951875,0.9506085433829712,0.9506085433829712,0.9561485508382457,0.951875,0.065,0.9590036325895174,0.988603125,0.9734170291103653,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_baseline_dast.pt
