loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,test_loss,test_top1,test_top2,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
pcol,success,34,24,0.982381289464407,0.11274434196785456,0.9672256097560976,1.0,1.0,0.9666149068322981,0.9557621073242227,0.9618081149160834,0.9666725246009233,0.9683372289289475,0.9557621073242227,0.9574391664834873,0.034161489456892014,0.994619138940763,0.9924754314334642,E:\Paper\Computer-Vision-for-Medicine\chest-x-ray-image_Loss\checkpoints\best_ResNet_layer2+MDFA_pcol.pt
