loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,test_loss,test_top1,test_top2,test_top3,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_qwk,test_mae,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
pcol,success,31,21,0.9845482250226505,0.09052357023082129,0.9725609756097561,1.0,1.0,0.9720496894409938,0.9679272346596455,0.9706904891460167,0.9720984215274813,0.9735806530214425,0.9679272346596455,0.9641393647430387,0.02872670814394951,0.9968631874615147,0.9940440960689682,E:\Paper\Computer-Vision-for-Medicine\chest-x-ray-image_Loss\checkpoints\best_ResNet_layer2+GCSA_pcol.pt
