run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
,ce,success,,,26,16,0.994642652140558,0.032475782047445785,0.4495997935497668,0.949375,0.9725,0.949375,0.9493750000000001,0.9482302263295652,0.9482302263295652,0.9536620874447804,0.9493750000000001,0.07,0.9544041450777202,0.9919518229166667,0.9841284566883373,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_baseline_ce_special.pt
