run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau0p5_gamma2,dast,success,0.5,2.0,29,14,0.9928441588366318,0.05114805305169688,0.18969792312011122,0.9475,0.961875,0.9475,0.9475,0.9460437598664407,0.9460437598664406,0.9528871271310779,0.9475,0.068125,0.95859375,0.9913895833333334,0.9803471003209836,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau0p5_gamma2.pt
