loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
ce,success,30,15,0.9946364339559725,0.023052305068934704,0.38185448225837715,0.951875,0.970625,0.951875,0.951875,0.9506744540414369,0.950674454041437,0.9557918430952793,0.951875,0.06625,0.9575349559813569,0.9930091145833334,0.9837641287354135,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_ce.pt
dast,success,45,30,0.9964285714285714,0.4203418708509869,0.491167459487915,0.950625,0.965,0.950625,0.9506249999999999,0.949559480247445,0.9495594802474449,0.9546308702787953,0.9506249999999999,0.06875,0.9549222797927461,0.9822906250000001,0.9498121549867505,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_dast.pt
