loss_name,status,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
ce,success,38,28,0.9946296894118706,0.025194724815498504,0.41320064818379704,0.95375,0.96625,0.95375,0.95375,0.9527414410153392,0.9527414410153393,0.9567764109825518,0.95375,0.99023125,0.981443200162784,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_ce.pt
cb_focal_ce,success,20,10,0.9928696713185389,0.009327342007808121,0.23930237047294212,0.953125,0.968125,0.953125,0.953125,0.9521275214153111,0.9521275214153111,0.956813159610506,0.953125,0.9843640624999999,0.9633867457576534,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_cb_focal_ce.pt
ordinal_focal_mse,success,29,19,0.9946422420941179,0.02010091534780908,0.2840087076104039,0.945625,0.97125,0.945625,0.945625,0.9443761480357006,0.9443761480357006,0.9498322294594724,0.945625,0.9877942708333334,0.9686774690762504,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_ordinal_focal_mse.pt
sce,success,37,27,0.9946552048228053,0.04556074080048477,1.0464879415481938,0.951875,0.961875,0.951875,0.951875,0.9506088500344708,0.9506088500344708,0.9553214624126749,0.951875,0.9847002604166667,0.9701573252083775,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_sce.pt
gce,success,27,17,0.9875125725550724,0.020207833981356137,0.08460238808973404,0.93875,0.9675,0.93875,0.93875,0.9372061004894859,0.937206100489486,0.9435049233013914,0.93875,0.9814226562499999,0.9573324008385568,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_gce.pt
dast,success,23,13,0.9928571428571429,0.4257710976260049,0.48473538845777514,0.946875,0.96125,0.946875,0.9468750000000001,0.9459964249899452,0.9459964249899453,0.9512789942639507,0.9468750000000001,0.9826630208333333,0.9554727254672786,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_dast.pt
pcol,success,43,33,0.9946296894118706,0.014558004408276507,0.46824112998263445,0.955,0.966875,0.955,0.955,0.9540317706121202,0.9540317706121202,0.9585929635434586,0.955,0.9880143229166667,0.977623182973204,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_pcol.pt
aom,success,20,10,0.9892658990019357,0.02753645307093393,0.9619590330864412,0.9425,0.966875,0.9425,0.9425,0.9412217393137227,0.9412217393137225,0.9486110577817912,0.9425,0.9816817708333333,0.9615253264352956,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_aom.pt
