run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau1_gamma1p5,dast,success,1.0,1.5,49,34,0.9928567784070617,0.4266614698701435,0.4695036125183105,0.95375,0.97,0.95375,0.95375,0.9526286044335861,0.9526286044335862,0.957344682170115,0.95375,0.06875,0.9528741584671154,0.9882906250000001,0.9719592802011509,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau1_gamma1p5.pt
