run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau1_gamma2,dast,success,1.0,2.0,39,24,0.9928567784070617,0.3031279279126061,0.3783504047989845,0.953125,0.963125,0.953125,0.953125,0.9523479645204256,0.9523479645204256,0.9566861445921984,0.953125,0.066875,0.9558367768595042,0.9813817708333332,0.9534694328830006,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau1_gamma2.pt
