run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau0p5_gamma1p5,dast,success,0.5,1.5,28,13,0.9946364339559725,0.09451891854405403,0.2036059631407261,0.954375,0.974375,0.954375,0.954375,0.9534339763458104,0.9534339763458104,0.9581350926398096,0.954375,0.0625,0.9601449275362319,0.9897921875,0.971288964211471,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau0p5_gamma1p5.pt
