run_tag,loss_name,status,dast_tau,dast_gamma,trained_epochs,best_epoch,best_valid_macro_f1,best_valid_loss,test_loss,test_top1,test_top2,test_acc,test_balanced_acc,test_macro_f1,test_weighted_f1,test_precision_macro,test_recall_macro,test_mae,test_qwk,test_ovr_roc_auc_macro,test_ovr_pr_auc_macro,checkpoint_path
dast_tune_tau1p5_gamma0,dast,success,1.5,0.0,28,13,0.9928369552004551,1.221314999792311,1.2443323969841003,0.9525,0.961875,0.9525,0.9525,0.951615581093977,0.951615581093977,0.9554570013793002,0.9525,0.0675,0.9556701030927836,0.9783286458333333,0.939753165978358,E:\Paper\Computer-Vision-for-Medicine\Brain_Tumor_MRI_Loss\checkpoints\best_ResNet_layer3+MECS_dast_dast_tune_tau1p5_gamma0.pt
